UBIGEO,VIVIENDA,AguaAcceso,Electricidad
150801,61,1,1
150801,73,1,1
150203,12,1,1
150203,28,1,1
150203,45,1,1
150203,62,1,1
150203,79,1,1
150203,95,1,1
150805,10,1,1
150805,61,1,1
150805,79,1,1
150805,95,1,1
150805,112,1,1
150601,22,1,1
150601,46,1,1
150601,67,1,1
150601,157,1,1
150601,180,1,1
150601,202,1,1
150202,2,1,1
150202,33,1,1
150202,44,1,1
150202,61,1,1
150202,77,1,1
150202,106,1,1
150204,15,1,1
150204,62,1,1
150204,86,1,1
150204,110,1,1
150204,159,1,1
150605,13,1,1
150605,31,1,1
150605,48,1,1
150605,65,1,1
150605,83,1,1
150605,101,1,1
150604,3,2,1
150604,39,2,1
150604,56,2,1
150604,56,1,1
150604,74,2,1
150604,92,2,1
150604,110,2,1
150512,12,1,1
150512,27,1,1
150512,50,2,1
150512,63,1,1
150512,75,1,1
150512,88,1,1
150510,20,2,1
150510,39,2,1
150510,99,2,1
150510,119,2,1
150510,139,1,1
150510,159,2,1
150801,7,1,1
150801,83,1,1
150801,103,1,1
150801,122,1,1
150201,11,1,1
150201,43,1,1
150201,59,1,1
150201,90,1,1
150201,106,1,1
150201,137,1,1
150806,1,1,1
150806,18,1,1
150806,53,1,1
150806,53,1,1
150806,70,1,1
150806,87,1,1
150601,5,1,1
150601,45,1,1
150601,59,1,1
150601,72,1,1
150601,86,1,1
150202,9,1,1
150202,15,1,1
150202,21,2,1
150202,21,2,1
150202,35,1,1
150202,41,1,1
150202,47,2,1
150806,15,2,1
150806,53,2,1
150806,70,2,1
150806,89,1,1
150806,108,1,1
150806,127,2,1
150605,20,1,1
150605,39,1,1
150605,56,1,1
150605,74,1,1
150605,93,1,1
150605,111,1,1
150505,11,1,1
150505,34,1,1
150505,57,1,1
150505,80,1,1
150505,103,2,1
150505,150,2,1
150514,6,1,1
150514,37,1,1
150514,52,1,1
150514,68,1,1
150514,83,1,1
150514,99,1,1
150601,2,1,1
150601,13,1,1
150601,48,1,1
150601,59,1,1
150601,82,1,1
150601,93,1,1
150507,9,1,0
150507,69,1,1
150507,98,1,0
150801,19,1,1
150801,38,1,1
150801,58,1,1
150801,116,1,1
150201,20,1,1
150201,33,1,1
150201,43,1,1
150201,54,1,1
150201,77,1,1
150201,88,1,1
150810,1,1,1
150810,17,1,1
150810,33,1,1
150810,48,1,1
150810,64,1,1
150810,111,1,1
150601,15,1,1
150601,35,1,1
150601,76,1,1
150601,96,1,1
150601,116,1,1
150601,136,1,1
150203,16,1,1
150203,33,1,1
150203,67,1,1
150203,85,1,1
150203,102,1,1
150203,120,1,1
150803,22,1,1
150605,2,2,1
150605,23,2,1
150605,43,2,1
150605,66,2,1
150605,109,2,1
150605,130,2,1
150728,46,1,1
150728,59,1,1
150501,1,1,1
150501,101,1,1
150501,117,1,1
150501,133,1,1
150203,2,1,1
150203,14,1,1
150203,28,1,1
150203,41,1,1
150203,68,1,1
150203,81,1,1
150604,9,1,1
150604,28,1,1
150604,37,1,1
150604,47,1,1
150604,56,1,0
150604,66,1,1
150901,6,1,1
150901,21,1,1
150901,79,1,1
150901,94,1,1
150901,122,1,1
150705,25,1,1
150705,50,1,1
150705,69,1,1
150705,87,1,1
150705,106,1,1
150705,122,1,1
150401,6,1,1
150401,20,1,1
150401,50,1,1
150401,92,1,1
150401,107,1,1
150701,1,1,1
150701,35,1,1
150701,49,1,1
150701,65,1,1
150701,78,1,1
150701,103,1,1
150901,32,1,1
150901,75,1,1
150901,97,1,1
150901,118,1,1
150901,138,1,1
150901,161,1,1
150204,152,1,1
150204,153,1,1
150204,154,1,1
150204,155,1,1
150204,156,1,1
150511,32,1,1
150511,33,1,1
150511,202,1,1
150511,203,1,1
150511,204,1,1
150511,205,2,1
150511,207,1,1
150511,208,1,1
150605,16,1,1
150605,106,1,1
150605,107,1,1
150605,108,1,1
150605,109,1,1
150605,110,1,1
150605,111,1,1
150605,112,1,1
150604,57,2,1
150604,57,2,1
150604,58,2,1
150604,59,2,1
150604,60,2,1
150604,142,1,1
150604,143,1,1
150604,144,1,1
150204,21,1,1
150204,22,1,1
150204,23,1,1
150204,24,1,1
150204,150,1,1
150501,6,1,1
150501,7,1,1
150501,8,1,1
150501,119,1,1
150501,120,1,1
150501,121,1,1
150501,123,1,1
150201,53,1,1
150201,54,1,1
150201,55,1,1
150201,197,1,1
150201,198,1,1
150201,200,1,1
150201,202,1,1
150501,138,1,1
150501,139,1,1
150501,140,1,1
150501,355,1,1
150501,356,1,1
150501,357,1,1
150501,358,1,1
150501,360,1,1
150811,9,1,1
150811,10,1,1
150811,11,1,1
151023,2,2,1
151023,9,1,1
151023,30,1,1
151023,53,1,1
151023,67,1,1
151023,75,1,1
151023,82,1,1
150509,65,1,1
150509,67,1,1
150509,176,1,1
150509,178,1,1
150509,180,1,1
150509,182,1,1
150811,101,1,1
150811,102,2,1
150811,103,1,1
150811,104,2,1
150806,33,1,1
150806,34,1,1
150806,35,1,1
150806,36,1,1
150806,88,1,1
150806,89,1,1
150806,91,1,1
150806,92,1,1
150106,3,1,1
150106,5,1,1
150407,1,2,1
150407,173,1,1
150407,174,1,1
150407,175,1,1
150407,176,1,1
150511,13,1,1
150511,22,1,1
150511,37,1,1
150511,45,2,1
150511,54,1,1
150511,61,1,1
150511,69,1,1
150106,85,1,1
150106,88,1,1
150727,15,1,1
150727,26,1,1
150727,38,1,1
150727,61,1,1
150727,73,1,1
150727,84,1,1
150727,96,1,1
150727,119,1,1
150503,46,1,0
150503,47,1,0
150503,48,1,0
150503,114,2,1
150503,115,2,1
150503,116,2,1
150503,117,2,1
150512,9,1,1
150512,12,1,1
150707,15,1,1
150707,30,1,1
150707,44,1,1
150707,72,1,1
150707,85,1,1
150707,98,1,1
150707,113,1,1
150707,148,1,1
150302,1,1,1
150302,22,1,1
150302,33,1,1
150302,54,1,1
150302,64,1,1
150302,75,1,1
150302,84,1,1
150302,105,1,1
150729,22,1,1
150729,27,1,1
150729,30,1,1
150729,47,1,1
150729,55,1,1
150729,64,1,1
150729,89,1,1
151024,7,1,1
151024,15,1,1
151024,24,1,1
151024,29,1,1
151024,34,2,1
151024,38,1,1
151024,43,2,1
150606,17,1,1
150606,19,1,1
150606,35,2,0
150606,36,1,0
150606,37,2,0
150606,38,2,0
150606,40,2,0
150715,14,1,1
150715,15,1,1
150715,16,1,1
150715,48,1,1
150715,49,1,1
150715,50,1,1
150602,11,1,1
150602,39,2,1
150602,46,1,1
150602,53,1,1
150602,66,1,1
150602,73,1,1
150404,1,1,1
150404,9,1,1
150404,15,1,1
150404,17,1,1
150404,22,1,1
150404,29,1,1
150404,32,1,1
150404,38,1,1
150403,3,1,1
150403,16,1,1
150403,28,1,1
150403,34,1,1
150403,40,1,1
150403,53,1,1
150807,222,1,1
150807,223,1,1
150807,224,1,1
150807,225,1,1
150723,1,1,1
150723,8,1,1
150723,18,1,1
150723,23,1,1
150723,34,1,1
150723,41,1,1
150723,52,1,1
151030,33,1,1
151030,34,1,1
151030,35,1,1
151030,36,1,1
151030,83,1,1
151030,84,1,1
151030,85,1,1
151030,86,1,1
150304,1,1,1
150304,14,1,1
150304,21,1,1
150304,39,1,1
150304,48,1,1
150304,55,2,1
150304,65,1,1
150304,73,2,1
151012,13,1,1
151012,23,1,1
151012,32,1,1
151012,51,1,1
151012,97,1,1
151012,107,1,1
151020,7,1,1
151020,17,1,1
151020,41,1,1
151020,42,1,1
151020,43,1,1
151020,44,1,1
151020,46,1,1
150804,10,1,1
150804,22,1,1
150804,43,1,1
150804,48,1,1
150804,59,1,1
151007,3,1,1
151007,19,1,1
151007,52,1,1
151007,84,1,1
151007,95,1,1
151007,105,1,1
151007,116,1,1
150706,1,1,1
150706,2,1,1
150706,4,1,1
150706,39,1,1
150706,41,1,1
150902,6,1,1
150902,14,1,1
150902,22,1,1
150902,30,1,1
150902,46,1,1
150902,70,1,1
150902,78,1,1
150902,92,1,1
150802,63,1,1
150802,163,2,1
150802,166,1,1
150802,168,1,1
150711,6,2,1
150711,25,2,1
150711,33,2,1
150711,42,2,1
150711,69,2,1
150711,96,2,1
150711,105,1,1
150716,9,1,1
150716,10,1,1
150716,282,1,1
150716,283,1,1
150716,284,1,1
150716,286,1,1
150716,287,1,1
150716,288,1,1
150403,13,1,1
150403,14,1,1
150403,16,1,1
150403,55,1,1
150403,56,1,1
150403,57,1,1
150403,58,1,1
150403,59,1,1
150718,9,1,1
150718,20,1,1
150718,44,1,1
150718,66,1,1
150718,90,1,1
150718,114,1,1
151001,16,1,1
151001,25,1,1
151001,34,1,1
151001,43,1,1
151001,61,1,1
151001,69,1,1
151001,78,1,1
151001,87,1,1
150301,101,1,1
150301,102,1,1
150301,103,1,1
150301,104,1,1
150301,105,1,1
160108,9,1,1
160108,36,1,1
160108,49,1,1
160108,63,1,1
160108,77,1,1
160108,91,1,1
160101,5,1,1
160101,16,1,1
160101,39,1,1
160101,52,1,1
160101,63,1,1
160101,83,1,1
160101,96,1,1
160108,1,1,1
160108,11,1,1
160108,31,1,1
160108,41,1,1
160108,51,1,1
160108,61,1,1
160112,3,1,1
160112,10,1,1
160112,48,1,1
160112,55,1,1
160112,59,1,1
160112,64,1,1
160112,103,1,1
160112,126,1,1
160113,7,1,1
160113,23,1,1
160113,40,1,1
160113,56,1,1
160113,72,1,1
160113,105,1,1
160113,30,1,1
160113,49,1,1
160113,87,2,1
160113,102,1,1
160113,137,1,1
160108,93,1,1
160108,162,1,1
160108,195,1,1
160101,23,1,1
160101,39,1,1
160101,54,1,1
160101,70,1,1
160101,85,1,1
160101,105,1,1
160101,131,1,1
160101,20,1,1
160101,30,1,1
160101,30,1,1
160101,41,1,1
160101,52,1,1
160101,59,1,1
160101,85,1,1
160101,85,1,1
160101,95,1,1
160108,6,1,1
160108,19,2,1
160108,61,1,1
160108,83,1,1
160108,104,1,1
160108,113,1,1
160101,9,1,1
160101,31,1,1
160101,73,1,1
160101,93,1,1
160101,115,1,1
160101,133,1,1
160101,173,1,1
160101,194,1,1
160113,54,1,1
160113,110,1,1
160108,15,1,1
160108,34,1,1
160108,67,1,1
160108,85,1,1
160108,102,1,1
160108,119,1,1
160112,38,1,1
160112,38,1,1
160112,54,1,1
160112,87,1,1
160112,103,1,1
160112,118,1,1
160112,133,1,1
160108,22,1,1
160108,82,1,1
160101,30,1,1
160101,65,1,1
160101,83,1,1
160101,101,1,1
160101,119,1,1
160101,172,2,1
160101,172,1,1
160112,5,1,1
160112,10,1,1
160112,15,1,1
160112,26,1,1
160112,36,1,1
160101,7,1,1
160101,20,1,1
160101,47,1,1
160101,60,1,1
160101,72,1,1
160113,17,1,1
160113,32,1,1
160113,64,1,1
160113,79,1,1
160113,95,1,1
160113,111,1,1
160101,5,1,1
160101,36,1,1
160101,50,1,1
160101,64,1,1
160101,78,1,1
160101,93,1,1
160113,29,1,1
160113,41,1,1
160113,60,1,1
160113,91,1,1
160113,106,1,1
160113,122,1,1
160101,13,1,1
160101,28,1,1
160101,42,1,1
160101,56,1,1
160101,71,1,1
160101,84,1,1
160101,122,1,1
160101,135,1,1
160112,9,1,1
160112,23,1,1
160112,57,1,1
160112,66,1,1
160112,80,1,1
160112,95,1,1
160112,123,1,1
160112,137,1,1
160101,16,1,1
160101,30,1,1
160101,59,1,1
160101,73,1,1
160101,87,1,1
160101,101,1,1
160113,9,2,1
160113,32,1,1
160113,100,1,1
160113,123,1,1
160113,146,1,1
160101,6,1,1
160101,26,1,1
160101,66,1,1
160101,87,1,1
160101,107,1,1
160101,128,1,1
160113,20,1,1
160113,52,1,1
160113,70,1,1
160113,82,1,1
160112,17,1,1
160112,17,1,1
160112,36,1,1
160112,73,1,1
160108,11,1,1
160108,27,1,1
160108,42,1,1
160108,58,1,1
160108,73,1,1
160108,89,1,1
160108,120,1,1
160108,135,1,1
160101,25,1,1
160101,40,1,1
160101,72,1,1
160101,111,1,1
160101,120,1,1
160101,136,1,1
160101,166,1,1
160101,6,1,1
160101,23,1,1
160101,56,1,1
160101,75,1,1
160101,75,1,1
160101,93,1,1
160101,110,1,1
160101,16,1,1
160101,36,1,1
160101,77,1,1
160101,97,1,1
160101,118,1,1
160101,138,2,1
160112,6,1,1
160112,23,1,1
160112,56,1,1
160112,73,1,1
160112,89,1,1
160112,106,1,1
160112,139,1,1
160112,156,1,1
160112,156,1,1
160108,17,1,1
160108,40,1,1
160108,63,1,1
160108,86,1,1
160108,109,1,1
160108,133,1,1
160113,23,1,1
160113,39,1,1
160113,55,1,1
160113,71,1,1
160113,86,1,1
160113,102,1,1
160112,4,1,1
160112,17,1,1
160112,30,1,1
160112,43,1,1
160112,56,1,1
160112,81,1,1
160101,12,1,1
160101,82,1,1
160101,96,1,1
160113,31,1,1
160113,57,1,1
160113,67,1,1
160113,77,1,1
160113,81,1,1
160113,90,1,1
160113,105,1,1
160113,110,1,1
160101,5,1,1
160101,25,1,1
160101,46,1,1
160101,66,1,1
160101,77,1,1
160113,2,1,1
160113,14,1,1
160113,16,1,1
160113,22,1,1
160113,22,1,1
160113,30,1,1
160113,33,1,1
160113,34,1,1
160113,35,1,1
160112,42,1,1
160112,42,1,1
160112,67,1,1
160112,93,1,1
160112,118,1,1
160112,168,1,1
160112,193,1,1
160113,35,1,1
160113,40,1,1
160113,55,1,1
160113,62,1,1
160113,186,1,1
160113,5,1,1
160113,23,1,1
160113,76,1,1
160113,94,1,1
160113,112,1,1
160101,10,1,1
160101,101,1,1
160101,124,1,1
160113,1,1,1
160113,28,2,1
160113,42,2,1
160113,55,1,1
160113,69,1,1
160113,82,1,1
160113,123,1,1
160101,36,1,1
160101,70,1,1
160101,120,1,1
160101,137,1,1
160101,172,1,1
160113,38,1,1
160113,77,1,1
160113,96,1,1
160113,115,1,1
160113,134,1,1
160113,154,1,1
160112,11,1,1
160112,42,1,1
160112,75,1,1
160112,106,1,1
160108,71,1,1
160108,87,1,1
160113,2,1,1
160113,20,1,1
160113,32,1,0
160113,44,1,1
160113,92,1,1
160108,26,1,1
160108,52,1,1
160108,52,1,1
160108,52,1,1
160108,65,1,1
160108,79,1,1
160108,92,1,1
160108,105,1,1
160108,105,1,1
160108,118,1,1
160108,132,1,1
160101,13,1,1
160101,29,1,1
160101,44,1,1
160101,44,1,1
160101,60,1,1
160101,76,1,1
160101,91,1,1
160101,154,1,1
160108,44,1,1
160108,54,1,1
160108,69,1,1
160108,115,1,1
160108,127,1,1
160113,16,1,1
160113,79,1,1
160113,100,1,1
160113,122,1,1
160113,164,1,1
160112,4,1,1
160112,15,1,1
160112,35,1,1
160112,46,1,1
160112,56,1,1
160112,67,1,1
160113,13,1,1
160113,33,1,1
160113,73,1,1
160113,93,1,1
160113,114,1,0
160113,134,1,1
160108,5,1,1
160108,16,2,0
160108,59,1,1
160101,11,1,1
160101,23,1,1
160101,34,1,1
160101,46,1,1
160101,58,1,1
160101,69,1,1
160101,81,1,1
160101,117,1,1
160101,2,1,1
160101,29,1,1
160101,29,1,1
160101,56,1,1
160101,70,1,1
160101,83,1,1
160101,97,1,1
160101,110,1,1
160101,124,1,1
160108,24,1,1
160108,57,1,1
160108,73,1,1
160108,90,1,1
160108,106,1,1
160108,123,1,1
160108,155,1,1
160101,25,1,1
160101,50,1,1
160101,102,1,1
160101,153,1,1
160101,179,1,1
160113,5,1,1
160113,41,1,1
160113,53,1,1
160113,65,1,1
160113,77,1,0
160108,16,2,1
160108,34,1,1
160108,53,1,1
160113,73,1,0
160101,2,1,1
160101,2,1,1
160101,2,1,1
160101,15,1,1
160101,41,1,1
160101,54,1,1
160101,67,1,1
160101,80,1,1
160101,105,1,1
160101,120,1,1
160101,7,1,1
160101,7,1,1
160101,18,1,1
160101,39,1,1
160101,50,1,1
160101,60,1,1
160101,71,1,1
160101,103,1,1
160101,10,1,1
160101,24,1,1
160101,40,1,1
160101,55,1,1
160101,71,1,1
160101,86,1,1
160101,102,1,1
160112,3,1,1
160112,23,1,1
160112,61,1,1
160112,81,2,1
160112,101,1,1
160112,121,1,1
160108,31,1,1
160108,31,1,1
160108,80,2,1
160108,104,1,1
160108,104,1,1
160108,129,1,1
160108,153,2,1
160113,6,1,1
160113,22,1,1
160113,38,1,1
160113,71,1,1
160113,87,1,1
160113,104,1,1
160113,6,2,0
160113,16,2,1
160113,25,1,1
160113,25,1,1
160113,35,1,1
160113,44,1,1
160113,54,1,1
160305,11,1,1
160305,38,1,1
160305,64,1,1
160305,78,1,1
160201,8,1,1
160201,24,1,1
160201,56,1,1
160201,72,1,1
160201,90,1,1
160201,122,1,1
160501,7,1,1
160501,70,1,1
160501,90,1,1
160501,109,1,1
160501,129,1,1
160201,35,1,1
160201,46,1,1
160201,60,1,1
160201,72,1,1
160201,82,1,1
160201,91,1,1
160401,6,2,0
160401,43,2,0
160401,68,2,0
160201,8,1,1
160201,21,1,1
160201,56,1,1
160201,61,1,1
160201,90,1,1
160201,94,1,1
160201,2,1,1
160201,2,1,1
160201,2,1,1
160201,2,1,1
160201,24,1,1
160201,67,1,1
160201,89,1,1
160201,111,1,1
160201,133,1,1
160201,21,2,1
160201,106,2,1
160201,127,2,1
160201,170,2,1
160201,189,2,1
160104,6,2,1
160104,19,2,1
160104,31,2,1
160104,44,2,1
160104,66,2,1
160104,78,2,0
160103,22,1,1
160103,33,1,1
160103,45,1,1
160103,57,1,1
160103,69,1,1
160103,81,1,1
160601,23,1,1
160601,63,2,1
160601,78,1,1
160606,49,1,1
160201,14,1,1
160201,29,1,1
160201,45,1,1
160201,61,2,1
160201,110,1,1
160201,143,1,1
160201,18,1,1
160201,40,2,1
160201,83,2,1
160201,105,2,1
160201,126,1,1
160201,148,2,1
160501,2,1,1
160501,21,1,1
160501,61,1,1
160501,79,1,1
160501,98,1,1
160501,117,1,1
160501,14,2,1
160501,50,1,1
160301,88,1,1
160201,2,1,1
160201,8,1,1
160201,67,1,1
160201,73,1,1
160201,82,1,1
160201,131,1,1
160201,40,1,1
160201,92,1,1
160201,118,1,1
160201,143,1,1
160201,195,1,1
160106,5,2,1
160106,24,2,1
160106,80,2,1
160106,99,2,1
160106,8,2,1
160106,58,2,1
160106,70,2,1
160106,83,2,1
160106,95,2,0
160106,108,2,1
160606,3,2,1
160606,8,2,1
160606,13,2,1
160606,26,2,1
160606,64,2,1
160606,117,2,1
160201,12,2,1
160201,25,2,1
160201,51,1,1
160201,78,2,1
160801,6,2,1
160801,51,2,1
160801,66,2,1
160801,112,2,1
160501,15,1,1
160501,32,1,1
160501,50,1,1
160501,67,1,1
160501,85,1,1
160206,30,1,1
160206,43,1,1
160206,58,1,1
160206,71,1,1
160401,9,1,1
160401,87,1,1
160201,100,2,1
160103,11,1,1
160103,22,1,1
160103,44,1,1
160103,68,1,1
160103,78,1,1
160103,99,1,1
160201,29,1,1
160201,50,1,1
160201,133,1,1
160201,174,1,1
160201,5,1,1
160201,23,1,1
160201,41,2,1
160201,58,1,1
160201,76,1,1
160201,94,1,1
160211,27,1,1
160211,45,2,1
160211,58,2,1
160211,71,1,0
160211,90,2,1
160211,119,1,1
160201,2,1,1
160201,22,1,1
160201,42,1,1
160201,103,1,1
160201,123,1,1
160201,143,1,1
160201,12,2,1
160201,27,2,1
160201,57,2,1
160201,72,2,1
160201,88,2,1
160201,103,2,1
160201,5,2,1
160201,23,2,1
160201,40,2,1
160201,58,2,1
160201,76,2,1
160201,111,2,1
160501,10,1,1
160501,34,1,1
160501,176,1,1
160113,62,2,1
160113,64,2,1
160201,85,1,1
160201,87,1,1
160201,160,1,0
160201,161,1,0
160201,163,1,0
160201,166,1,0
160706,7,1,1
160706,17,2,1
160706,37,1,1
160706,67,2,1
160706,86,1,1
160706,96,1,1
160106,78,1,0
160106,218,1,0
160106,220,1,0
160106,221,1,0
160106,222,1,0
160704,21,1,0
160704,22,1,0
160704,23,1,0
160704,24,1,0
160704,49,1,0
160704,50,1,0
160704,52,1,0
160301,61,1,0
160301,62,1,0
160301,63,1,0
160602,8,2,1
160602,15,2,1
160602,29,1,1
160602,36,1,1
160602,43,2,1
160602,49,2,1
160602,56,2,1
160602,63,2,1
160706,69,1,1
160706,71,1,1
160706,72,1,1
160706,266,1,1
160706,267,1,0
160706,270,1,0
160706,272,1,0
160706,273,1,0
160112,61,2,1
160112,63,2,1
160303,14,1,1
160303,15,1,1
160605,210,2,1
160605,211,2,1
160605,212,2,1
160605,215,2,1
160605,216,2,1
160403,26,1,1
160403,56,1,1
160403,62,1,1
160403,80,1,1
160403,117,1,1
160401,93,1,1
160401,95,1,1
160403,212,2,1
160104,252,2,0
160104,253,2,1
160104,254,2,1
160104,256,2,1
160605,142,1,1
160605,143,1,1
160102,132,1,1
160102,133,1,1
160102,135,1,1
160102,136,1,1
160604,37,1,0
160604,38,1,0
160604,39,1,0
160604,40,1,0
160604,237,1,0
160604,238,1,0
160604,241,1,0
160301,2,1,0
160301,4,1,1
160112,34,1,0
160112,36,1,0
160112,304,1,0
160601,17,1,0
160601,18,2,1
160601,19,1,0
160601,20,1,1
160704,37,1,1
160103,12,1,0
170101,5,1,1
170101,23,1,1
170101,41,1,1
170101,78,1,1
170101,97,1,1
170101,135,1,1
170101,152,1,1
170101,186,1,1
170101,7,1,1
170101,17,1,1
170101,29,1,1
170101,36,1,1
170101,58,1,1
170101,69,1,1
170101,89,1,1
170101,99,1,1
170101,17,1,1
170101,29,1,1
170101,40,1,1
170101,53,1,1
170101,65,1,1
170101,91,1,1
170101,2,1,1
170101,15,1,1
170101,54,1,1
170101,67,1,1
170101,79,1,1
170101,8,1,1
170101,53,1,1
170101,68,1,1
170101,113,1,1
170101,7,1,1
170101,40,1,1
170101,55,1,1
170101,71,1,1
170101,101,1,1
170101,144,1,1
170101,33,1,1
170101,53,1,1
170101,72,1,1
170101,91,1,1
170101,110,1,1
170101,170,1,1
170101,188,1,1
170101,35,1,1
170101,54,1,1
170101,75,1,1
170101,94,1,1
170101,113,1,1
170101,210,1,1
170101,5,1,1
170101,25,1,1
170101,65,1,1
170101,106,1,1
170101,127,1,1
170101,39,1,1
170101,59,1,1
170101,80,1,1
170101,102,1,1
170101,146,1,1
170101,165,1,1
170101,16,1,1
170101,66,1,1
170101,115,1,1
170101,140,1,1
170101,66,1,1
170101,136,1,1
170101,1,1,1
170101,16,1,1
170101,33,1,1
170101,48,1,1
170101,62,1,1
170101,78,1,1
170101,91,1,1
170101,139,1,1
170101,1,1,1
170101,17,1,1
170101,59,1,1
170101,82,1,1
170101,92,1,1
170101,114,1,1
170101,2,1,1
170101,15,1,1
170101,52,1,1
170101,77,1,1
170101,102,1,1
170101,11,1,1
170101,25,1,1
170101,72,1,1
170101,87,1,1
170101,117,1,1
170101,9,1,1
170101,17,1,1
170101,26,1,1
170101,35,1,1
170101,69,1,1
170101,15,1,1
170101,37,1,1
170101,125,1,1
170101,147,1,1
170101,169,1,1
170101,191,1,1
170101,6,1,1
170101,22,1,1
170101,50,1,1
170101,64,1,1
170101,80,1,1
170101,95,1,1
170101,10,1,1
170101,27,1,1
170101,44,1,1
170101,77,1,1
170101,94,1,1
170101,160,1,1
170101,28,1,1
170101,65,1,1
170101,84,1,1
170101,101,1,1
170101,139,1,1
170101,155,1,1
170101,174,1,1
170101,192,1,1
170101,27,1,1
170101,40,1,1
170101,52,1,1
170101,90,1,1
170101,102,1,1
170101,115,1,1
170101,36,1,1
170101,49,1,1
170101,71,1,1
170101,119,1,1
170101,135,1,1
170101,27,1,1
170101,32,1,1
170101,73,1,1
170101,82,1,1
170101,105,1,1
170101,4,1,1
170101,35,1,1
170101,52,1,1
170101,68,1,1
170101,85,1,1
170101,117,1,1
170101,133,1,1
170101,30,1,1
170101,44,1,1
170101,61,1,1
170101,105,1,1
170101,119,1,1
170101,3,1,1
170101,43,1,1
170101,81,1,1
170101,159,1,1
170101,42,1,1
170101,76,1,1
170101,92,1,1
170101,109,1,1
170101,126,1,1
170101,29,1,1
170101,57,1,1
170101,70,1,1
170101,85,1,1
170101,111,1,1
170101,125,1,1
170101,138,1,1
170101,2,2,1
170101,17,1,1
170101,33,1,1
170101,76,1,1
170101,91,1,1
170101,106,1,1
170101,18,1,1
170101,40,1,1
170101,61,1,1
170101,105,1,1
170101,126,1,1
170101,169,1,1
170101,1,1,1
170101,13,1,1
170101,37,1,1
170101,49,1,1
170101,60,1,1
170101,96,1,1
170101,107,1,1
170101,2,1,1
170101,15,1,1
170101,41,1,1
170101,54,1,1
170101,68,1,1
170101,81,1,1
170101,5,1,1
170101,37,1,1
170101,52,1,1
170101,68,1,1
170101,84,1,1
170101,100,1,1
170101,61,1,1
170101,73,1,1
170101,83,1,1
170101,47,1,1
170101,59,1,1
170101,70,1,1
170101,84,1,1
170101,93,1,1
170101,105,1,1
170101,9,1,1
170101,21,1,1
170101,32,1,1
170101,59,1,1
170101,71,1,1
170101,84,1,1
170101,5,1,1
170101,36,2,1
170101,68,1,1
170101,83,1,1
170101,115,1,1
170101,1,1,1
170101,10,1,1
170101,24,1,1
170101,35,1,1
170101,70,1,1
170103,26,1,1
170103,40,1,1
170103,53,1,1
170103,66,1,1
170103,92,1,1
170103,114,1,1
170204,17,1,1
170204,63,2,1
170204,83,2,1
170204,108,2,1
170204,131,2,1
170204,154,2,1
170102,22,1,1
170102,48,2,1
170102,173,2,1
170102,201,1,1
170102,229,1,1
170102,9,2,1
170102,22,2,1
170102,34,2,1
170102,49,2,1
170102,62,2,1
170102,67,2,1
170102,7,2,1
170102,20,2,1
170102,49,1,1
170102,63,2,1
170102,94,1,1
170102,104,1,1
170103,164,1,1
170103,180,1,1
170103,191,1,1
170103,204,1,1
170103,223,1,1
170302,7,1,1
170302,23,1,1
170302,39,1,1
170302,70,1,1
170302,83,1,1
170302,98,1,1
170102,19,1,1
170102,36,1,1
170102,53,1,1
170102,68,1,1
170102,117,1,1
170103,15,1,1
170103,41,1,1
170103,54,1,1
170103,79,1,1
170103,92,1,1
170204,31,1,1
170204,51,1,1
170204,67,1,1
170204,84,1,1
170204,100,1,1
170204,134,1,1
170302,13,1,1
170302,23,1,1
170302,46,1,1
170302,68,1,1
170302,80,1,1
170302,89,1,1
170103,19,1,1
170103,50,1,1
170103,95,1,1
170103,111,1,1
170103,126,1,1
170103,126,1,1
170103,33,1,1
170103,47,1,1
170103,61,1,1
170103,86,1,1
170103,102,1,1
170203,24,1,1
170204,18,2,1
170204,84,2,1
170204,128,2,1
170204,150,2,1
170302,4,1,1
170302,43,1,1
170302,63,1,1
170302,97,1,1
170302,113,1,1
170104,34,1,1
170104,74,1,1
170104,93,1,1
170104,133,1,1
170104,151,1,1
170104,171,1,1
170204,14,2,1
170204,61,1,1
170204,91,2,1
170204,106,1,1
170302,4,1,0
170302,18,2,1
170302,46,2,1
170302,60,1,1
170302,73,1,1
170302,87,2,1
170103,25,1,1
170103,39,1,1
170103,51,1,1
170103,64,1,1
170103,105,1,1
170103,114,1,1
170204,7,2,1
170204,24,2,1
170204,103,2,1
170204,160,2,1
170302,27,1,1
170302,54,1,1
170302,68,1,1
170302,82,1,1
170302,109,1,1
170302,118,1,1
170204,9,1,1
170204,10,1,1
170204,11,1,1
170204,12,1,1
170303,5,1,1
170303,44,1,1
170303,63,1,1
170303,74,1,1
170303,92,1,1
170303,101,1,1
170303,109,1,1
170102,53,1,1
170102,55,1,1
170102,169,1,1
170102,171,1,1
170102,172,1,1
170102,179,1,1
170102,182,1,1
170201,1,2,1
170201,2,1,1
170201,13,1,0
170201,14,1,1
170201,15,1,1
170201,16,1,1
170201,32,1,1
170101,25,1,1
170101,26,1,1
170101,27,1,1
170101,28,1,1
170101,100,1,1
170101,101,1,1
170303,141,1,1
170303,146,1,1
170303,148,1,1
170104,21,1,1
170303,18,1,1
170303,67,1,1
170303,80,1,1
170102,42,1,1
170102,43,1,1
